date,Ex_rate
24-03-1990 00:00,0.75
25-03-1990 00:00,0.7457
26-03-1990 00:00,0.752
27-03-1990 00:00,0.7552
28-03-1990 00:00,0.7546
29-03-1990 00:00,0.7565
30-03-1990 00:00,0.7577
31-03-1990 00:00,0.7585
01-04-1990 00:00,0.7587
02-04-1990 00:00,0.76
03-04-1990 00:00,0.7669
04-04-1990 00:00,0.7645
05-04-1990 00:00,0.7625
06-04-1990 00:00,0.7617
07-04-1990 00:00,0.7605
08-04-1990 00:00,0.764
09-04-1990 00:00,0.764
10-04-1990 00:00,0.7653
11-04-1990 00:00,0.7623
12-04-1990 00:00,0.7668
13-04-1990 00:00,0.766
14-04-1990 00:00,0.772
15-04-1990 00:00,0.7678
16-04-1990 00:00,0.7693
17-04-1990 00:00,0.7676
18-04-1990 00:00,0.771
19-04-1990 00:00,0.7718
20-04-1990 00:00,0.7775
21-04-1990 00:00,0.7725
22-04-1990 00:00,0.7751
23-04-1990 00:00,0.774
24-04-1990 00:00,0.7743
25-04-1990 00:00,0.775
26-04-1990 00:00,0.7756
27-04-1990 00:00,0.7792
28-04-1990 00:00,0.784
29-04-1990 00:00,0.7833
30-04-1990 00:00,0.7901
01-05-1990 00:00,0.7852
02-05-1990 00:00,0.7851
03-05-1990 00:00,0.7846
04-05-1990 00:00,0.7875
05-05-1990 00:00,0.7853
06-05-1990 00:00,0.7916
07-05-1990 00:00,0.7964
08-05-1990 00:00,0.7974
09-05-1990 00:00,0.799
10-05-1990 00:00,0.7974
11-05-1990 00:00,0.8025
12-05-1990 00:00,0.8066
13-05-1990 00:00,0.7965
14-05-1990 00:00,0.7913
15-05-1990 00:00,0.7804
16-05-1990 00:00,0.7815
17-05-1990 00:00,0.7899
18-05-1990 00:00,0.7915
19-05-1990 00:00,0.7819
20-05-1990 00:00,0.7838
21-05-1990 00:00,0.7839
22-05-1990 00:00,0.7858
23-05-1990 00:00,0.7859
24-05-1990 00:00,0.7792
25-05-1990 00:00,0.7897
26-05-1990 00:00,0.7916
27-05-1990 00:00,0.7938
28-05-1990 00:00,0.794
29-05-1990 00:00,0.7859
30-05-1990 00:00,0.785
31-05-1990 00:00,0.79
01-06-1990 00:00,0.7925
02-06-1990 00:00,0.7953
03-06-1990 00:00,0.7992
04-06-1990 00:00,0.7977
05-06-1990 00:00,0.8025
06-06-1990 00:00,0.8061
07-06-1990 00:00,0.8071
08-06-1990 00:00,0.8045
09-06-1990 00:00,0.807
10-06-1990 00:00,0.808
11-06-1990 00:00,0.8162
12-06-1990 00:00,0.8205
13-06-1990 00:00,0.8293
14-06-1990 00:00,0.833
15-06-1990 00:00,0.8311
16-06-1990 00:00,0.8302
17-06-1990 00:00,0.8325
18-06-1990 00:00,0.8168
19-06-1990 00:00,0.816
20-06-1990 00:00,0.8147
21-06-1990 00:00,0.8278
22-06-1990 00:00,0.8237
23-06-1990 00:00,0.8208
24-06-1990 00:00,0.8123
25-06-1990 00:00,0.817
26-06-1990 00:00,0.8187
27-06-1990 00:00,0.821
28-06-1990 00:00,0.8267
29-06-1990 00:00,0.8316
30-06-1990 00:00,0.8335
01-07-1990 00:00,0.8291
02-07-1990 00:00,0.8266
03-07-1990 00:00,0.8288
04-07-1990 00:00,0.8315
05-07-1990 00:00,0.8303
06-07-1990 00:00,0.831
07-07-1990 00:00,0.8267
08-07-1990 00:00,0.8254
09-07-1990 00:00,0.8311
10-07-1990 00:00,0.8298
11-07-1990 00:00,0.832
12-07-1990 00:00,0.833
13-07-1990 00:00,0.8351
14-07-1990 00:00,0.8337
15-07-1990 00:00,0.8265
16-07-1990 00:00,0.814
17-07-1990 00:00,0.8183
18-07-1990 00:00,0.7888
19-07-1990 00:00,0.787
20-07-1990 00:00,0.7775
21-07-1990 00:00,0.769
22-07-1990 00:00,0.782
23-07-1990 00:00,0.782
24-07-1990 00:00,0.778
25-07-1990 00:00,0.7804
26-07-1990 00:00,0.7833
27-07-1990 00:00,0.7812
28-07-1990 00:00,0.7835
29-07-1990 00:00,0.7821
30-07-1990 00:00,0.7848
31-07-1990 00:00,0.7837
01-08-1990 00:00,0.7765
02-08-1990 00:00,0.782
03-08-1990 00:00,0.787
04-08-1990 00:00,0.7785
05-08-1990 00:00,0.7781
06-08-1990 00:00,0.7794
07-08-1990 00:00,0.7725
08-08-1990 00:00,0.7707
09-08-1990 00:00,0.772
10-08-1990 00:00,0.7635
11-08-1990 00:00,0.7653
12-08-1990 00:00,0.7635
13-08-1990 00:00,0.7658
14-08-1990 00:00,0.7663
15-08-1990 00:00,0.7684
16-08-1990 00:00,0.7691
17-08-1990 00:00,0.7722
18-08-1990 00:00,0.774
19-08-1990 00:00,0.7768
20-08-1990 00:00,0.7773
21-08-1990 00:00,0.7692
22-08-1990 00:00,0.77
23-08-1990 00:00,0.7735
24-08-1990 00:00,0.7667
25-08-1990 00:00,0.7677
26-08-1990 00:00,0.766
27-08-1990 00:00,0.7581
28-08-1990 00:00,0.7675
29-08-1990 00:00,0.766
30-08-1990 00:00,0.7701
31-08-1990 00:00,0.771
01-09-1990 00:00,0.7734
02-09-1990 00:00,0.773
03-09-1990 00:00,0.774
04-09-1990 00:00,0.774
05-09-1990 00:00,0.7675
06-09-1990 00:00,0.77
07-09-1990 00:00,0.772
08-09-1990 00:00,0.7735
09-09-1990 00:00,0.7784
10-09-1990 00:00,0.7793
11-09-1990 00:00,0.7775
12-09-1990 00:00,0.7785
13-09-1990 00:00,0.7728
14-09-1990 00:00,0.7733
15-09-1990 00:00,0.7728
16-09-1990 00:00,0.7765
17-09-1990 00:00,0.781
18-09-1990 00:00,0.7889
19-09-1990 00:00,0.7817
20-09-1990 00:00,0.7778
21-09-1990 00:00,0.782
22-09-1990 00:00,0.7841
23-09-1990 00:00,0.7787
24-09-1990 00:00,0.776
25-09-1990 00:00,0.7812
26-09-1990 00:00,0.7836
27-09-1990 00:00,0.785
28-09-1990 00:00,0.7826
29-09-1990 00:00,0.782
30-09-1990 00:00,0.7817
01-10-1990 00:00,0.7765
02-10-1990 00:00,0.7787
03-10-1990 00:00,0.7816
04-10-1990 00:00,0.7796
05-10-1990 00:00,0.7793
06-10-1990 00:00,0.7809
07-10-1990 00:00,0.7875
08-10-1990 00:00,0.7869
09-10-1990 00:00,0.7886
10-10-1990 00:00,0.788
11-10-1990 00:00,0.7873
12-10-1990 00:00,0.788
13-10-1990 00:00,0.7838
14-10-1990 00:00,0.7833
15-10-1990 00:00,0.784
16-10-1990 00:00,0.7836
17-10-1990 00:00,0.7853
18-10-1990 00:00,0.7848
19-10-1990 00:00,0.7763
20-10-1990 00:00,0.7727
21-10-1990 00:00,0.7669
22-10-1990 00:00,0.7673
23-10-1990 00:00,0.7651
24-10-1990 00:00,0.7688
25-10-1990 00:00,0.7713
26-10-1990 00:00,0.7679
27-10-1990 00:00,0.7696
28-10-1990 00:00,0.7683
29-10-1990 00:00,0.7712
30-10-1990 00:00,0.773
31-10-1990 00:00,0.771
01-11-1990 00:00,0.7713
02-11-1990 00:00,0.7742
03-11-1990 00:00,0.775
04-11-1990 00:00,0.773
05-11-1990 00:00,0.775
06-11-1990 00:00,0.775
07-11-1990 00:00,0.7786
08-11-1990 00:00,0.7842
09-11-1990 00:00,0.786
10-11-1990 00:00,0.7846
11-11-1990 00:00,0.7857
12-11-1990 00:00,0.7871
13-11-1990 00:00,0.7818
14-11-1990 00:00,0.7844
15-11-1990 00:00,0.7803
16-11-1990 00:00,0.7799
17-11-1990 00:00,0.779
18-11-1990 00:00,0.7776
19-11-1990 00:00,0.7728
20-11-1990 00:00,0.7703
21-11-1990 00:00,0.775
22-11-1990 00:00,0.7741
23-11-1990 00:00,0.7768
24-11-1990 00:00,0.7795
25-11-1990 00:00,0.7792
26-11-1990 00:00,0.7788
27-11-1990 00:00,0.778
28-11-1990 00:00,0.7764
29-11-1990 00:00,0.7795
30-11-1990 00:00,0.7807
01-12-1990 00:00,0.7838
02-12-1990 00:00,0.783
03-12-1990 00:00,0.7838
04-12-1990 00:00,0.7791
05-12-1990 00:00,0.7788
06-12-1990 00:00,0.7835
07-12-1990 00:00,0.7834
08-12-1990 00:00,0.7825
09-12-1990 00:00,0.7824
10-12-1990 00:00,0.7765
11-12-1990 00:00,0.7715
12-12-1990 00:00,0.7565
13-12-1990 00:00,0.759
14-12-1990 00:00,0.7603
15-12-1990 00:00,0.7605
16-12-1990 00:00,0.7565
17-12-1990 00:00,0.7594
18-12-1990 00:00,0.7575
19-12-1990 00:00,0.76
20-12-1990 00:00,0.7603
21-12-1990 00:00,0.7507
22-12-1990 00:00,0.7515
23-12-1990 00:00,0.752
24-12-1990 00:00,0.755
25-12-1990 00:00,0.7548
26-12-1990 00:00,0.754
27-12-1990 00:00,0.7598
28-12-1990 00:00,0.763
29-12-1990 00:00,0.7631
30-12-1990 00:00,0.7641
31-12-1990 00:00,0.765
01-01-1991 00:00,0.7645
02-01-1991 00:00,0.765
03-01-1991 00:00,0.767
04-01-1991 00:00,0.7675
05-01-1991 00:00,0.767
06-01-1991 00:00,0.7651
07-01-1991 00:00,0.7643
08-01-1991 00:00,0.7642
09-01-1991 00:00,0.7651
10-01-1991 00:00,0.7665
11-01-1991 00:00,0.765
12-01-1991 00:00,0.7664
13-01-1991 00:00,0.7664
14-01-1991 00:00,0.77
15-01-1991 00:00,0.7738
16-01-1991 00:00,0.7755
17-01-1991 00:00,0.776
18-01-1991 00:00,0.773
19-01-1991 00:00,0.7785
20-01-1991 00:00,0.7755
21-01-1991 00:00,0.7738
22-01-1991 00:00,0.7751
23-01-1991 00:00,0.7758
24-01-1991 00:00,0.7761
25-01-1991 00:00,0.7792
26-01-1991 00:00,0.778
27-01-1991 00:00,0.7765
28-01-1991 00:00,0.779
29-01-1991 00:00,0.7802
30-01-1991 00:00,0.7822
31-01-1991 00:00,0.7835
01-02-1991 00:00,0.7825
02-02-1991 00:00,0.7835
03-02-1991 00:00,0.7839
04-02-1991 00:00,0.7825
05-02-1991 00:00,0.7821
06-02-1991 00:00,0.7785
07-02-1991 00:00,0.7776
08-02-1991 00:00,0.779
09-02-1991 00:00,0.7815
10-02-1991 00:00,0.784
11-02-1991 00:00,0.7871
12-02-1991 00:00,0.7855
13-02-1991 00:00,0.7845
14-02-1991 00:00,0.7841
15-02-1991 00:00,0.7845
16-02-1991 00:00,0.7842
17-02-1991 00:00,0.7852
18-02-1991 00:00,0.7781
19-02-1991 00:00,0.7848
20-02-1991 00:00,0.7856
21-02-1991 00:00,0.7867
22-02-1991 00:00,0.7905
23-02-1991 00:00,0.7878
24-02-1991 00:00,0.7896
25-02-1991 00:00,0.7958
26-02-1991 00:00,0.7963
27-02-1991 00:00,0.7995
28-02-1991 00:00,0.7957
01-03-1991 00:00,0.7974
02-03-1991 00:00,0.8011
03-03-1991 00:00,0.8002
04-03-1991 00:00,0.7961
05-03-1991 00:00,0.7935
06-03-1991 00:00,0.7965
07-03-1991 00:00,0.7971
08-03-1991 00:00,0.8004
09-03-1991 00:00,0.7953
10-03-1991 00:00,0.794
11-03-1991 00:00,0.796
12-03-1991 00:00,0.7934
13-03-1991 00:00,0.7955
14-03-1991 00:00,0.7943
15-03-1991 00:00,0.797
16-03-1991 00:00,0.8
17-03-1991 00:00,0.7955
18-03-1991 00:00,0.798
19-03-1991 00:00,0.7968
20-03-1991 00:00,0.795
21-03-1991 00:00,0.784
22-03-1991 00:00,0.7854
23-03-1991 00:00,0.7855
24-03-1991 00:00,0.7871
25-03-1991 00:00,0.7845
26-03-1991 00:00,0.7791
27-03-1991 00:00,0.7845
28-03-1991 00:00,0.7836
29-03-1991 00:00,0.7854
30-03-1991 00:00,0.7863
31-03-1991 00:00,0.7851
01-04-1991 00:00,0.7866
02-04-1991 00:00,0.7883
03-04-1991 00:00,0.789
04-04-1991 00:00,0.7911
05-04-1991 00:00,0.7915
06-04-1991 00:00,0.7918
07-04-1991 00:00,0.7888
08-04-1991 00:00,0.7868
09-04-1991 00:00,0.7844
10-04-1991 00:00,0.784
11-04-1991 00:00,0.7855
12-04-1991 00:00,0.7851
13-04-1991 00:00,0.7818
14-04-1991 00:00,0.7784
15-04-1991 00:00,0.7735
16-04-1991 00:00,0.7728
17-04-1991 00:00,0.772
18-04-1991 00:00,0.7711
19-04-1991 00:00,0.7705
20-04-1991 00:00,0.773
21-04-1991 00:00,0.7737
22-04-1991 00:00,0.7731
23-04-1991 00:00,0.7715
24-04-1991 00:00,0.767
25-04-1991 00:00,0.7604
26-04-1991 00:00,0.7601
27-04-1991 00:00,0.7608
28-04-1991 00:00,0.7624
29-04-1991 00:00,0.7597
30-04-1991 00:00,0.7593
01-05-1991 00:00,0.7565
02-05-1991 00:00,0.7572
03-05-1991 00:00,0.7641
04-05-1991 00:00,0.7551
05-05-1991 00:00,0.7564
06-05-1991 00:00,0.7465
07-05-1991 00:00,0.7365
08-05-1991 00:00,0.742
09-05-1991 00:00,0.7458
10-05-1991 00:00,0.7415
11-05-1991 00:00,0.7419
12-05-1991 00:00,0.743
13-05-1991 00:00,0.7504
14-05-1991 00:00,0.7513
15-05-1991 00:00,0.7449
16-05-1991 00:00,0.7398
17-05-1991 00:00,0.7383
18-05-1991 00:00,0.7443
19-05-1991 00:00,0.7431
20-05-1991 00:00,0.748
21-05-1991 00:00,0.7521
22-05-1991 00:00,0.7524
23-05-1991 00:00,0.749
24-05-1991 00:00,0.7457
25-05-1991 00:00,0.748
26-05-1991 00:00,0.751
27-05-1991 00:00,0.7481
28-05-1991 00:00,0.751
29-05-1991 00:00,0.7514
30-05-1991 00:00,0.7535
31-05-1991 00:00,0.754
01-06-1991 00:00,0.7541
02-06-1991 00:00,0.7572
03-06-1991 00:00,0.7558
04-06-1991 00:00,0.7534
05-06-1991 00:00,0.751
06-06-1991 00:00,0.7525
07-06-1991 00:00,0.7487
08-06-1991 00:00,0.7533
09-06-1991 00:00,0.7538
10-06-1991 00:00,0.7545
11-06-1991 00:00,0.7527
12-06-1991 00:00,0.7521
13-06-1991 00:00,0.7542
14-06-1991 00:00,0.7552
15-06-1991 00:00,0.7567
16-06-1991 00:00,0.7571
17-06-1991 00:00,0.7547
18-06-1991 00:00,0.7536
19-06-1991 00:00,0.7547
20-06-1991 00:00,0.7549
21-06-1991 00:00,0.7573
22-06-1991 00:00,0.7602
23-06-1991 00:00,0.7599
24-06-1991 00:00,0.7593
25-06-1991 00:00,0.7605
26-06-1991 00:00,0.7614
27-06-1991 00:00,0.7638
28-06-1991 00:00,0.7645
29-06-1991 00:00,0.7659
30-06-1991 00:00,0.767
01-07-1991 00:00,0.77
02-07-1991 00:00,0.7666
03-07-1991 00:00,0.7663
04-07-1991 00:00,0.7665
05-07-1991 00:00,0.7632
06-07-1991 00:00,0.7628
07-07-1991 00:00,0.7595
08-07-1991 00:00,0.7628
09-07-1991 00:00,0.7637
10-07-1991 00:00,0.7638
11-07-1991 00:00,0.7661
12-07-1991 00:00,0.765
13-07-1991 00:00,0.7667
14-07-1991 00:00,0.767
15-07-1991 00:00,0.7645
16-07-1991 00:00,0.7625
17-07-1991 00:00,0.757
18-07-1991 00:00,0.754
19-07-1991 00:00,0.7562
20-07-1991 00:00,0.7552
21-07-1991 00:00,0.7589
22-07-1991 00:00,0.7565
23-07-1991 00:00,0.7538
24-07-1991 00:00,0.7582
25-07-1991 00:00,0.7552
26-07-1991 00:00,0.7513
27-07-1991 00:00,0.7541
28-07-1991 00:00,0.7503
29-07-1991 00:00,0.7523
30-07-1991 00:00,0.7525
31-07-1991 00:00,0.7574
01-08-1991 00:00,0.7574
02-08-1991 00:00,0.7583
03-08-1991 00:00,0.7575
04-08-1991 00:00,0.7566
05-08-1991 00:00,0.7582
06-08-1991 00:00,0.7573
07-08-1991 00:00,0.7585
08-08-1991 00:00,0.758
09-08-1991 00:00,0.7582
10-08-1991 00:00,0.7568
11-08-1991 00:00,0.7574
12-08-1991 00:00,0.7575
13-08-1991 00:00,0.763
14-08-1991 00:00,0.7629
15-08-1991 00:00,0.763
16-08-1991 00:00,0.764
17-08-1991 00:00,0.7631
18-08-1991 00:00,0.7617
19-08-1991 00:00,0.7616
20-08-1991 00:00,0.7586
21-08-1991 00:00,0.7535
22-08-1991 00:00,0.7534
23-08-1991 00:00,0.7525
24-08-1991 00:00,0.7545
25-08-1991 00:00,0.7522
26-08-1991 00:00,0.7495
27-08-1991 00:00,0.7518
28-08-1991 00:00,0.7518
29-08-1991 00:00,0.75
30-08-1991 00:00,0.7465
31-08-1991 00:00,0.7471
01-09-1991 00:00,0.7477
02-09-1991 00:00,0.7469
03-09-1991 00:00,0.7421
04-09-1991 00:00,0.7444
05-09-1991 00:00,0.7447
06-09-1991 00:00,0.7436
07-09-1991 00:00,0.7466
08-09-1991 00:00,0.7441
09-09-1991 00:00,0.7463
10-09-1991 00:00,0.7456
11-09-1991 00:00,0.7469
12-09-1991 00:00,0.7441
13-09-1991 00:00,0.7432
14-09-1991 00:00,0.7443
15-09-1991 00:00,0.7455
16-09-1991 00:00,0.7465
17-09-1991 00:00,0.748
18-09-1991 00:00,0.7481
19-09-1991 00:00,0.746
20-09-1991 00:00,0.7437
21-09-1991 00:00,0.7438
22-09-1991 00:00,0.7437
23-09-1991 00:00,0.7441
24-09-1991 00:00,0.7443
25-09-1991 00:00,0.7439
26-09-1991 00:00,0.7414
27-09-1991 00:00,0.7363
28-09-1991 00:00,0.7372
29-09-1991 00:00,0.7287
30-09-1991 00:00,0.7182
01-10-1991 00:00,0.7187
02-10-1991 00:00,0.7211
03-10-1991 00:00,0.7203
04-10-1991 00:00,0.7255
05-10-1991 00:00,0.722
06-10-1991 00:00,0.7207
07-10-1991 00:00,0.7137
08-10-1991 00:00,0.7112
09-10-1991 00:00,0.7149
10-10-1991 00:00,0.7165
11-10-1991 00:00,0.717
12-10-1991 00:00,0.7156
13-10-1991 00:00,0.7174
14-10-1991 00:00,0.7181
15-10-1991 00:00,0.72
16-10-1991 00:00,0.72
17-10-1991 00:00,0.7128
18-10-1991 00:00,0.7183
19-10-1991 00:00,0.7225
20-10-1991 00:00,0.7254
21-10-1991 00:00,0.7331
22-10-1991 00:00,0.7311
23-10-1991 00:00,0.7302
24-10-1991 00:00,0.7317
25-10-1991 00:00,0.7325
26-10-1991 00:00,0.7235
27-10-1991 00:00,0.722
28-10-1991 00:00,0.7233
29-10-1991 00:00,0.7225
30-10-1991 00:00,0.7165
31-10-1991 00:00,0.713
01-11-1991 00:00,0.7139
02-11-1991 00:00,0.7141
03-11-1991 00:00,0.7165
04-11-1991 00:00,0.7205
05-11-1991 00:00,0.7194
06-11-1991 00:00,0.7208
07-11-1991 00:00,0.7176
08-11-1991 00:00,0.7222
09-11-1991 00:00,0.7223
10-11-1991 00:00,0.7224
11-11-1991 00:00,0.7196
12-11-1991 00:00,0.7187
13-11-1991 00:00,0.715
14-11-1991 00:00,0.7184
15-11-1991 00:00,0.7201
16-11-1991 00:00,0.7184
17-11-1991 00:00,0.7143
18-11-1991 00:00,0.691
19-11-1991 00:00,0.695
20-11-1991 00:00,0.6909
21-11-1991 00:00,0.6968
22-11-1991 00:00,0.689
23-11-1991 00:00,0.6935
24-11-1991 00:00,0.6936
25-11-1991 00:00,0.6881
26-11-1991 00:00,0.6842
27-11-1991 00:00,0.6881
28-11-1991 00:00,0.6839
29-11-1991 00:00,0.6843
30-11-1991 00:00,0.6893
01-12-1991 00:00,0.6822
02-12-1991 00:00,0.6843
03-12-1991 00:00,0.6829
04-12-1991 00:00,0.6887
05-12-1991 00:00,0.6916
06-12-1991 00:00,0.6924
07-12-1991 00:00,0.6934
08-12-1991 00:00,0.6942
09-12-1991 00:00,0.6902
10-12-1991 00:00,0.6873
11-12-1991 00:00,0.6881
12-12-1991 00:00,0.6894
13-12-1991 00:00,0.6916
14-12-1991 00:00,0.691
15-12-1991 00:00,0.6904
16-12-1991 00:00,0.6885
17-12-1991 00:00,0.6895
18-12-1991 00:00,0.6894
19-12-1991 00:00,0.689
20-12-1991 00:00,0.6818
21-12-1991 00:00,0.6735
22-12-1991 00:00,0.67
23-12-1991 00:00,0.669
24-12-1991 00:00,0.672
25-12-1991 00:00,0.6736
26-12-1991 00:00,0.6736
27-12-1991 00:00,0.6698
28-12-1991 00:00,0.6723
29-12-1991 00:00,0.669
30-12-1991 00:00,0.6655
31-12-1991 00:00,0.672
01-01-1992 00:00,0.672
02-01-1992 00:00,0.675
03-01-1992 00:00,0.6735
04-01-1992 00:00,0.6812
05-01-1992 00:00,0.6793
06-01-1992 00:00,0.6755
07-01-1992 00:00,0.6782
08-01-1992 00:00,0.6762
09-01-1992 00:00,0.6694
10-01-1992 00:00,0.67
11-01-1992 00:00,0.6705
12-01-1992 00:00,0.6764
13-01-1992 00:00,0.6774
14-01-1992 00:00,0.6871
15-01-1992 00:00,0.6864
16-01-1992 00:00,0.6878
17-01-1992 00:00,0.69
18-01-1992 00:00,0.6961
19-01-1992 00:00,0.694
20-01-1992 00:00,0.6955
21-01-1992 00:00,0.7052
22-01-1992 00:00,0.707
23-01-1992 00:00,0.7053
24-01-1992 00:00,0.7125
25-01-1992 00:00,0.7077
26-01-1992 00:00,0.7062
27-01-1992 00:00,0.701
28-01-1992 00:00,0.7044
29-01-1992 00:00,0.7067
30-01-1992 00:00,0.7108
31-01-1992 00:00,0.7031
01-02-1992 00:00,0.7051
02-02-1992 00:00,0.7096
03-02-1992 00:00,0.7137
04-02-1992 00:00,0.7157
05-02-1992 00:00,0.7147
06-02-1992 00:00,0.7035
07-02-1992 00:00,0.7052
08-02-1992 00:00,0.7089
09-02-1992 00:00,0.709
10-02-1992 00:00,0.7078
11-02-1992 00:00,0.7108
12-02-1992 00:00,0.7044
13-02-1992 00:00,0.697
14-02-1992 00:00,0.697
15-02-1992 00:00,0.7092
16-02-1992 00:00,0.7085
17-02-1992 00:00,0.7115
18-02-1992 00:00,0.7175
19-02-1992 00:00,0.7213
20-02-1992 00:00,0.7209
21-02-1992 00:00,0.7164
22-02-1992 00:00,0.7192
23-02-1992 00:00,0.7157
24-02-1992 00:00,0.7132
25-02-1992 00:00,0.721
26-02-1992 00:00,0.6982
27-02-1992 00:00,0.7026
28-02-1992 00:00,0.6993
29-02-1992 00:00,0.7005
01-03-1992 00:00,0.7055
02-03-1992 00:00,0.7021
03-03-1992 00:00,0.7021
04-03-1992 00:00,0.6912
05-03-1992 00:00,0.6925
06-03-1992 00:00,0.6934
07-03-1992 00:00,0.6948
08-03-1992 00:00,0.6941
09-03-1992 00:00,0.7001
10-03-1992 00:00,0.6984
11-03-1992 00:00,0.6862
12-03-1992 00:00,0.678
13-03-1992 00:00,0.6812
14-03-1992 00:00,0.675
15-03-1992 00:00,0.6733
16-03-1992 00:00,0.6683
17-03-1992 00:00,0.6745
18-03-1992 00:00,0.6763
19-03-1992 00:00,0.6795
20-03-1992 00:00,0.675
21-03-1992 00:00,0.6765
22-03-1992 00:00,0.6765
23-03-1992 00:00,0.6743
24-03-1992 00:00,0.6775
25-03-1992 00:00,0.6738
26-03-1992 00:00,0.6698
27-03-1992 00:00,0.6694
28-03-1992 00:00,0.6677
29-03-1992 00:00,0.6695
30-03-1992 00:00,0.6663
31-03-1992 00:00,0.6663
01-04-1992 00:00,0.6692
02-04-1992 00:00,0.6766
03-04-1992 00:00,0.6792
04-04-1992 00:00,0.6848
05-04-1992 00:00,0.6824
06-04-1992 00:00,0.6795
07-04-1992 00:00,0.6775
08-04-1992 00:00,0.6775
09-04-1992 00:00,0.68
10-04-1992 00:00,0.6787
11-04-1992 00:00,0.677
12-04-1992 00:00,0.677
13-04-1992 00:00,0.6775
14-04-1992 00:00,0.677
15-04-1992 00:00,0.678
16-04-1992 00:00,0.679
17-04-1992 00:00,0.6773
18-04-1992 00:00,0.6758
19-04-1992 00:00,0.6771
20-04-1992 00:00,0.688
21-04-1992 00:00,0.6895
22-04-1992 00:00,0.69
23-04-1992 00:00,0.688
24-04-1992 00:00,0.6866
25-04-1992 00:00,0.6795
26-04-1992 00:00,0.6805
27-04-1992 00:00,0.686
28-04-1992 00:00,0.6823
29-04-1992 00:00,0.678
30-04-1992 00:00,0.678
01-05-1992 00:00,0.6795
02-05-1992 00:00,0.6732
03-05-1992 00:00,0.6747
04-05-1992 00:00,0.6747
05-05-1992 00:00,0.6771
06-05-1992 00:00,0.6665
07-05-1992 00:00,0.669
08-05-1992 00:00,0.671
09-05-1992 00:00,0.6702
10-05-1992 00:00,0.666
11-05-1992 00:00,0.6707
12-05-1992 00:00,0.671
13-05-1992 00:00,0.668
14-05-1992 00:00,0.656
15-05-1992 00:00,0.6483
16-05-1992 00:00,0.6498
17-05-1992 00:00,0.658
18-05-1992 00:00,0.6555
19-05-1992 00:00,0.6494
20-05-1992 00:00,0.651
21-05-1992 00:00,0.646
22-05-1992 00:00,0.6497
23-05-1992 00:00,0.6508
24-05-1992 00:00,0.6512
25-05-1992 00:00,0.6496
26-05-1992 00:00,0.654
27-05-1992 00:00,0.655
28-05-1992 00:00,0.651
29-05-1992 00:00,0.6542
30-05-1992 00:00,0.65
31-05-1992 00:00,0.6475
01-06-1992 00:00,0.645
02-06-1992 00:00,0.645
03-06-1992 00:00,0.6475
